doc_id,corpus,doc_ref,decision_date,chars,body_hash,canonical,passages
amcu:4864,amcu,719-р,2020-11-12,38467,d941c02212db586c94cbca13655e4fa6,True,38
amcu:4865,amcu,720-р,2020-11-12,35956,29494ac574489c54ef3edfb6df5923af,True,36
amcu:4866,amcu,721-р,2020-11-12,2668,adf7073f52c97bd2383abfb2f12fd78d,True,3
amcu:4867,amcu,722-р,2020-11-19,2499,6745d162a56cde303b5a4ff32c4ee5ef,True,3
amcu:4868,amcu,723-р,2020-11-19,88803,bc4686defb625a2639fa17b6faf47e76,True,75
amcu:4869,amcu,724-р,2020-11-19,49071,b7696e4a02aaafd546347b9489b25019,True,48
amcu:487,amcu,688-р,2018-12-06,30598,62f02ae3986ac34b2d14c64fe40eedd8,False,0
amcu:4870,amcu,725-р,2020-11-23,2589,9466ce0c0d779cf2eca3c2c3f945be72,True,3
amcu:4871,amcu,726-р,2020-11-23,2620,fd9e7aa91e6c9aa744fb178672af07a7,True,3
amcu:4872,amcu,727-р,2020-11-23,2721,edbbc255276b2d07e154186a259bb912,True,3
amcu:4873,amcu,728-р,2020-11-24,31992,db41cf9731b8d2bc48e145c8b4db5957,True,32
amcu:4874,amcu,729-р,2020-11-24,32237,f87c8a9064807e1be29b33c85f665fac,True,32
amcu:4875,amcu,730-р,2020-11-24,35016,2e32db21bcd0985cb6be8d08c4a67ff7,True,34
amcu:4876,amcu,731-р,2020-11-26,2305,e3df32f9c5f5d4013c48a9ec0d241cb6,True,2
amcu:4877,amcu,732-р,2020-11-26,2058,0597f4dbb442721b22cc63f0d9264a52,True,2
amcu:4878,amcu,733-р,2020-11-26,2256,ea0c9c186f8291a6b74d36380c5eeb3a,True,2
amcu:4879,amcu,734-р,2020-11-26,3490,65a88239ee360d74b82df7e44b58075e,True,3
amcu:488,amcu,687-р,2018-12-06,5864,be72706bf3496351c9bb7a78b0942ec4,False,0
amcu:4880,amcu,735-р,2020-11-26,2565,a05a1648cd46e9332b82f227044d0a8a,True,3
amcu:4881,amcu,736-р,2020-11-26,2673,40b6942fec5db48cf9ed8edfdd0432f2,True,3
amcu:4882,amcu,737-р,2020-11-26,4750,183c4216874926fe6c65cec7e2d326a1,True,5
amcu:4883,amcu,738-р,2020-11-26,35826,6c0fc797ce4735a04e6d0d644d659904,True,36
amcu:4884,amcu,739-р,2020-11-26,62488,191a634cc8705a27c7b431a788d062e4,True,62
amcu:4885,amcu,740-р,2020-11-26,29633,9b6eaf061a327f866b50f89b2249be8f,True,30
amcu:4886,amcu,741-р,2020-11-26,57742,34e9f6aa90caca7a3200527a8aa1b37c,True,57
amcu:4887,amcu,742-р,2020-11-26,31584,047d6045a0c13fb551d07d8532fffbfb,True,31
amcu:4888,amcu,50-р,2019-01-30,31207,eeba87cab2ad377a3f451e3d66174ea6,False,0
amcu:4889,amcu,53-р,2019-01-30,16386,36d508996c95a2e7820411edcb5b703a,False,0
amcu:489,amcu,690-р,2018-12-06,34091,01edba7cd38781bde5e57e3cc35b85cb,False,0
amcu:4890,amcu,55-р,2019-01-30,20424,f55fc5f067fbf39a835cf3a72b103cd8,False,0
amcu:4891,amcu,63-р,2019-01-30,28142,fe99da6ef5be1931167013d7d568e2db,False,0
amcu:4892,amcu,51-р,2019-01-30,19302,19ef49eb14309b9738b879f7b313f2dd,False,0
amcu:4893,amcu,52-р,2019-01-30,15882,b3ee1a525ed75bab4c2c203acb0fe2b1,False,0
amcu:4894,amcu,54-р,2019-01-30,18660,ca36582098168e73e05e12207f59489e,False,0
amcu:4895,amcu,56-р,2019-01-30,16751,fe4ee51cd7be64cd1b397b0d00fdc887,False,0
amcu:4896,amcu,57-р,2019-01-30,18088,6bc62996cbd1747f08bdd0775979830c,False,0
amcu:4897,amcu,58-р,2019-01-30,25909,11bfb43cfc80037e509991cf1939554e,False,0
amcu:4898,amcu,59-р,2019-01-30,41071,bbbe51e989f956cf7d789d1b40d094c2,False,0
amcu:4899,amcu,60-р,2019-01-30,18030,851b7adf972c8f9831ded925aa9c071a,False,0
amcu:49,amcu,1000-р,2025-12-18,3281,f2b82e36b5e4e047b3f6d3d093a1cbdb,True,3
amcu:490,amcu,699-р,2018-12-06,24161,075e539c386273af59d6072a0af91671,False,0
amcu:4900,amcu,61-р,2019-01-30,61631,d281fae0c3f44a19edf462122b1b6fea,False,0
amcu:4901,amcu,62-р,2019-01-30,21995,85f40656997cba5f45ad9831b10ade34,False,0
amcu:4902,amcu,1,,2335,f4eae669479fad6468e50ae36303dd32,True,2
amcu:4903,amcu,100-р,2020-02-06,5010,bbf07b4514c178818f77dc7d40d2f0ac,True,5
amcu:4904,amcu,101-р,2020-02-06,4817,d85e0548e9a2187beca48bd1b5925e43,True,5
amcu:4905,amcu,102-р,2020-02-06,3630,0344debbfda019f742e637e09cb42702,True,4
amcu:4906,amcu,103-р,2020-02-06,4706,1a50d21d856f4f1582029add6722763e,True,5
amcu:4907,amcu,104-р,2020-02-06,5335,757d6a3f909eb2699ad8248e7eb3e394,True,5
amcu:4908,amcu,105-р,2020-02-06,26872,e902c9d93ad4c033fb9240bef2b90e0c,True,27
amcu:4909,amcu,106-р,2020-02-06,32510,60d996ee7c50f05e7b5ec3c459c696dd,True,33
amcu:491,amcu,689-р,2018-12-06,29474,f6b217e0aeae06925a9afedc71acebaa,False,0
amcu:4910,amcu,107-р,2020-02-06,84124,7d0b1affd982ba3e7cea7397a5126cf9,True,83
amcu:4911,amcu,108-р,2020-02-06,77803,d171053becad708c45f83f7fcbad8d7c,True,77
amcu:4912,amcu,109-р,2020-02-06,85144,055aabdaab16c8c9f427cd5f4c3fcf27,True,84
amcu:4913,amcu,110-р,2020-02-06,43994,79434ea25b2489b7b65464a9389c822f,True,44
amcu:4914,amcu,111-р,2020-02-06,59897,8b7728c3d33d01f5a27fe715ebf58950,True,60
amcu:4915,amcu,112-р,2020-02-06,56631,7d1cf72758ea1eafd4507fdefdc501d9,True,56
amcu:4916,amcu,113-р,2020-02-06,36234,43b083f1fd179bcdd3abc76644ce9bd7,True,36
amcu:4917,amcu,114-р,2020-02-06,2076,b35983728d68fcded1834210c65d08d3,True,2
amcu:4918,amcu,115-р,2020-02-06,2119,b21e317a32d7a14a464aa37f51adaa6a,True,2
amcu:4919,amcu,116-р,2020-02-06,2613,d9d14b01db1c967d39edcbad139801bc,True,3
amcu:492,amcu,691-р,2018-12-06,37710,8d7b21f00ab1625cad6a6487f0047566,False,0
amcu:4920,amcu,66-р,2020-02-06,5433,019c8e2239f2be88eae41a9f0e90deef,True,5
amcu:4921,amcu,67-р,2020-02-06,5492,e40379a31e2377f6ae70f871bb45469f,True,5
amcu:4922,amcu,68-р,2020-02-06,5417,34513dcb5e4301ff29df8802516be8a8,True,5
amcu:4923,amcu,69-р,2020-02-06,5457,dbbe3de517f632812da7331c111c985f,True,5
amcu:4924,amcu,70-р,2020-02-06,5435,91547c7bf98faec77d20fa0eff392183,True,5
amcu:4925,amcu,71-р,2020-02-06,5460,7be0999759790da7d589f94a12a34457,True,5
amcu:4926,amcu,72-р,2020-02-06,5482,f8d3eb6e7c56165fedd5f7e186e311ac,True,5
amcu:4927,amcu,73-р,2020-02-06,5468,472565b6bd8691cdf21cdcf125e2ef9b,True,5
amcu:4928,amcu,74-р,2020-02-06,5476,92814b99ab99bc80f69449ecbf8068a7,True,5
amcu:4929,amcu,75-р,2020-02-06,5431,f528656161ac5c004347c5158f7faa5f,True,5
amcu:493,amcu,692-р,2018-12-06,53665,b822ddf0ec74006ef4538af43c808dea,False,0
amcu:4930,amcu,76-р,2020-02-06,5449,54e1933903811f3b5eab10c103017033,True,5
amcu:4931,amcu,77-р,2020-02-06,5465,2f8dc51db3085e5c1dcac4855202e501,True,5
amcu:4932,amcu,78-р,2020-02-06,5468,f53eb2bf4d51044d709dbd0ebca4ae43,True,5
amcu:4933,amcu,79-р,2020-02-06,5407,29f024a568eb7002ae2ec9fb515f4375,True,5
amcu:4934,amcu,80-р,2020-02-06,5498,677ad9cc20f32f07295f1ccab9c61fa1,True,5
amcu:4935,amcu,81-р,2020-02-06,5534,c45f1c983a2afd4345c370845565a861,True,6
amcu:4936,amcu,82-р,2020-02-06,5519,e1b0d9686d140e8df335affd954ee333,True,6
amcu:4937,amcu,83-р,2020-02-06,5497,a779f6512d728187f64115c7a70ef95d,True,5
amcu:4938,amcu,84-р,2020-02-06,5357,7caecbadb3117733f6342ebd6aeee4bd,True,5
amcu:4939,amcu,85-р,2020-02-06,5043,778aa45f63609679254bde64363da8b7,True,4
amcu:494,amcu,693-р,2018-12-06,15548,b3377c94084f4cd9818ac3e8594052f0,False,0
amcu:4940,amcu,86-р,2020-02-06,4491,54a1df27a9753c4d93640dc8ea589eb8,True,4
amcu:4941,amcu,87-р,2020-02-06,4359,677b24a7ef1887f780bdc88ec356ae95,True,4
amcu:4942,amcu,88-р,2020-02-06,3833,e6e6f454b625343ed2d690a786baf408,True,4
amcu:4943,amcu,89-р,2020-02-06,3976,19439680869cb1f8929a45299fa45c52,True,4
amcu:4944,amcu,90-р,2020-02-06,3892,4b4a69849e3b763ddfe139cb7997e887,True,4
amcu:4945,amcu,91-р,2020-02-06,4057,9c5386b7bb45a9a8e9e90768995931ab,True,4
amcu:4946,amcu,92-р,2020-02-06,3065,aca90d42a9dce6b6cdcf7a9fdf8b1562,True,3
amcu:4947,amcu,93-р,2020-02-06,3377,b29cb05dc9577f68db53d1d5049c6cbf,True,3
amcu:4948,amcu,94-р,2020-02-06,2608,38d4089720e286fee89774bb3a5da468,True,3
amcu:4949,amcu,95-р,2020-02-06,5012,096e536997dbcdcba7c10d179613c97d,True,5
amcu:495,amcu,694,2018-12-06,15489,a4c2d8352bc67c190df29afbde02c49f,False,0
amcu:4950,amcu,96-р,2020-02-06,4816,b7abfafa7d4eccf1a6987cdd26224043,True,5
amcu:4951,amcu,97-р,2020-02-06,5336,9e07676f495d80e33c39ce0f3932d2e7,True,5
amcu:4952,amcu,98-р,2020-02-06,4911,c1b1165d506ca48e8175177300388dce,True,5
amcu:4953,amcu,99-р,2020-02-06,4665,a540f65acaf0f6f5358e1312233624db,True,5
amcu:4954,amcu,117-р,2020-02-13,5434,e4144d0a1d892cb2a9c598ba9a5b6b82,True,5
amcu:4955,amcu,118-р,2020-02-13,6179,4c81bcbcbe749b68b761211149e2a990,True,6
amcu:4956,amcu,119-р,2020-02-13,2311,a443e1901576dc4db948c42b5bbc51bf,True,2
amcu:4957,amcu,120-р,2020-02-13,35956,40aec561f2d17d4053dd49f0ca1fa804,True,36
amcu:4958,amcu,121-р,2020-02-13,4130,70fdeace3607387fc39c5baefc3cc7f8,True,4
amcu:4959,amcu,122-р,2020-02-13,2443,476d46723d1e1bcf8edc00ab33b4d7b7,True,2
amcu:496,amcu,695-р,2018-12-06,21475,d69cee750554e2296eead950e0b1ac2a,False,0
amcu:4960,amcu,123-р,2020-02-13,33602,7a46d3a1d922721af566efc93dd17233,True,34
amcu:4961,amcu,124-р,2020-02-13,67719,ddf628e4a6e015da1b95daee5292e709,True,67
amcu:4962,amcu,125-р,2020-02-13,66986,26d2075cff753bfe1aaf9ee9a9ebbc27,True,67
amcu:4963,amcu,126-р,2020-02-20,1934,8af6c2f1767da4b4cd03b85623f91508,True,2
amcu:4964,amcu,127-р,2020-02-20,1977,380e9bb91e7ecf3fa743a7d782551c5d,True,2
amcu:4965,amcu,128-р,2020-02-20,1980,d5cb063006d014b5fbde685785e909fe,True,2
amcu:4966,amcu,129-р,2020-02-20,2300,81e8c48cf37534005dc9dc73d4da5c16,True,2
amcu:4967,amcu,130-р,2020-02-20,4470,21c64e935fa450928090e2a0bfe0d725,True,5
amcu:4968,amcu,131-р,2020-02-20,80750,2aef2c362f93c28048c7f125a49a91f2,True,80
amcu:4969,amcu,132-р,2020-02-20,58753,1247090eb7eff165621ad07858e18562,True,58
amcu:497,amcu,698-р,2018-12-06,17277,86fe1269c3ca1a977b4c8edd01143657,False,0
amcu:4970,amcu,133-р,2020-02-20,80496,14aef1b3b2ceee39ff85bdebb9f607d7,True,80
amcu:4971,amcu,134-р,2020-02-20,19511,ddb1db1da5191d166a9e2e98a1f0c82b,True,19
amcu:4972,amcu,135-р,2020-02-20,29079,f16b032f0b932dc45cd1884b527f477e,True,29
amcu:4973,amcu,136-р,2020-02-20,36414,5131bc9590428eb1c76fab6b682d95cc,True,36
amcu:4974,amcu,137-р,2020-02-20,33140,ea4b57b4b32ab89fe0df19227e57f62c,True,33
amcu:4975,amcu,138-р,2020-02-27,2551,373cb7f9cc48fbe9ced8598be5571e3c,True,3
amcu:4976,amcu,139-р,2020-02-27,2556,681cd1dd4469057fa1703eb73298d2a8,True,3
amcu:4977,amcu,140-р,2020-02-27,2477,bf320bdc1f27e29295823aefdf964801,True,3
amcu:4978,amcu,141-р,2020-02-27,2630,04095f88495a3fa46c3b09bebc564ef7,True,3
amcu:4979,amcu,142-р,2020-02-27,4638,5ca7259f8152738943ecbd3860545d65,True,5
amcu:498,amcu,701-р,2018-12-06,53064,6a59cf08e9564a430f08e21a61b3c854,False,0
amcu:4980,amcu,143-р,2020-02-27,4382,57839af4b42d1813711e6ef79aff46a9,True,4
amcu:4981,amcu,144-р,2020-02-27,4292,d9908c11b58dcfaf64774fe6c34a1505,True,4
amcu:4982,amcu,145-р,2020-02-27,4021,5f92207a99168b736eb0d7d994a77261,True,4
amcu:4983,amcu,146-р,2020-02-27,4011,eea28a7e64b032f1d71a1ed6f127f180,True,4
amcu:4984,amcu,147-р,2020-02-27,3212,f8b57ee33e74f6eacb8f285d7f712b99,True,3
amcu:4985,amcu,148-р,2020-02-27,3469,6f9cfaca5cb6709f72ecb1595997a477,True,3
amcu:4986,amcu,149-р,2020-02-27,4041,fd23b5f606dce3a903897258d88cb063,True,4
amcu:4987,amcu,150-р,2020-02-27,69843,acf6da8c58a925d668b6b5eaa79886cc,True,69
amcu:4988,amcu,10-rp,2023-05-11,4278,01aaf2a651133df52bcc7bc111bfc668,True,4
amcu:4989,amcu,304-р,2024-09-05,143693,694df6f5ab57b798ad6ec9c5b7d13d06,True,142
amcu:499,amcu,696-р,2018-12-06,23024,4e90ee785db6c4391d9d4af5852fbfc6,False,0
amcu:4990,amcu,305-р,2024-09-05,14110,3b16a7f06b8eeedcf61a9f41d9d7602b,True,14
amcu:4991,amcu,306-р,2024-09-05,4889,a40e92b254fb2a606592ac8bd5284491,True,5
amcu:4992,amcu,307-р,2024-09-12,2309,ed8535bac6c6c26651dac6db9406d676,True,2
amcu:4993,amcu,308-р,2024-09-12,2194,925d521ff41966a3a5f37a06ea38c189,True,2
amcu:4994,amcu,309-р,2024-09-12,2155,eea1c78932bbc05615e6f8f29c3951c0,True,2
amcu:4995,amcu,310-р,2024-09-12,2177,f3fc3a0540175d32c58add7f0760bf01,True,2
amcu:4996,amcu,311-р,2024-09-12,2160,ee48bd57586aa49ee12d3dadaa0be8a0,True,2
amcu:4997,amcu,312-р,2024-09-12,3390,7150bf06a9dd0ec749bc119237e0c438,True,3
amcu:4998,amcu,313-р,2024-09-12,2012,fa338875604afbf7e5861221a19ff96e,True,2
amcu:4999,amcu,314-р,2024-09-12,2016,73bc70778c7f98a492226214d3225c92,True,2
amcu:5,amcu,924-р,2025-12-04,2097,5add25fe5002a3de07ff95d1a57e35ad,True,2
amcu:50,amcu,1001-р,2025-12-18,3281,ebabab2ed77d65c7060cf2799454ccc5,True,3
amcu:500,amcu,697-р,2018-12-06,19268,d0ab9b43eb07839af2f44b933c6389ab,False,0
amcu:5000,amcu,315-р,2024-09-12,2004,9fd40c3ca4fb92bb0c057e565d9d5de9,True,2
amcu:5001,amcu,316-р,2024-09-12,1956,87d874ec7ca2b6e39eb8991d50043edc,True,2
amcu:5002,amcu,317-р,2024-09-12,4964,4fa1e7a96f3841bf854424b1241269d4,True,4
amcu:5003,amcu,318-р,2024-09-12,2827,850691cd9f1c16cc78a86963ebe8ac97,True,3
amcu:5004,amcu,319-р,2024-09-12,2537,a9f36276fa3c897a8e2ff4a4e563bd9b,True,3
amcu:5005,amcu,320-р,2024-09-12,18544,9e082c4e6aca04fd410ea772d5cdf55d,True,18
amcu:5006,amcu,321-р,2024-09-12,20428,89bebfb9a5cf15954dfa5e2ed73d36df,True,20
amcu:5007,amcu,322-р,2024-09-12,44228,9ac8fe90ad36056bed6d306c99994d63,True,42
amcu:5008,amcu,323-р,2024-09-19,3282,51fb69988a08d42d870ebeba5bb7101e,True,3
amcu:5009,amcu,324-р,2024-09-19,3233,31656bd7bba108ed5820f701ec31e0f2,True,3
amcu:501,amcu,700-р,2018-12-06,28553,76c8d263f09a22b3b2fed49b28032996,False,0
amcu:5010,amcu,325-р,2024-09-19,19458,05adac53d46e7f7d9577dde09b1272ea,True,19
amcu:5011,amcu,326-р,2024-09-19,19634,8ef3ab6dd4b7452b467d3bbfd6bc51ca,True,19
amcu:5012,amcu,327-р,2024-09-19,25148,12be4a26f62c831b7504981a9384665a,True,25
amcu:5013,amcu,328-р,2024-09-19,14945,160b54f9fe8a4d5d72aa273da8842e49,True,15
amcu:5014,amcu,329-р,2024-09-19,17847,ee589c410fbc5fa288daedec7ad41266,True,18
amcu:5015,amcu,330-р,2024-09-19,16607,f0403c93aa171d28c3a0fee6af238ba8,True,16
amcu:5016,amcu,331-р,2024-09-19,18513,dfb5fc08fec9071d8ba89f19312a663c,True,18
amcu:5017,amcu,332-р,2024-09-19,18392,491032663a7217318d7ad8a369cf7e6a,True,18
amcu:5018,amcu,333-р,2024-09-19,17382,c3de5e9bd76fecaf036e90b505492941,True,17
amcu:5019,amcu,334-р,2024-09-19,17218,1383e5c8286a7dc4086ee25168d72246,True,17
amcu:502,amcu,714-р,2018-12-10,25249,18b6dca74e4e24462dd5d383a2784772,False,0
amcu:5020,amcu,335-р,2024-09-26,3139,9905489b127523e2720c00150194289f,True,3
amcu:5021,amcu,336-р,2024-09-26,3214,f4a10e4aedbf537047a66cdf70b04308,True,3
amcu:5022,amcu,337-р,2024-09-26,3098,dd0f4096580ee1b85ef7a3bc298d1ff5,True,3
amcu:5023,amcu,338-р,2024-09-26,2879,8134cfecaa9f1b97437c4e18f62e9d41,True,3
amcu:5024,amcu,339-р,2024-09-26,1906,5240fb0a14092b1522c435bd7c7721b4,True,2
amcu:5025,amcu,340-р,2024-09-26,19126,f871a54bf63a18cc4dd7ce38fd82fed0,True,19
amcu:5026,amcu,341-р,2024-09-26,76849,3c715cd9629a5988e211fae5e4bd5727,True,75
amcu:5027,amcu,342-р,2024-09-26,74110,693f8a9ccd2e26c600c612bd3c62e177,True,74
amcu:5028,amcu,343-р,2024-09-26,22933,10569ccdaa3010e8a3f202c1bbcc3e81,True,23
amcu:5029,amcu,344-р,2024-09-26,17472,594aeaec723d141182ab27d8a52bf616,True,18
amcu:503,amcu,702-р,2018-12-10,4923,208601095f2299b88cb98de014703407,False,0
amcu:5030,amcu,9,,2316,38ad2b888e81d21e7b35d6c81de01f68,True,2
amcu:5031,amcu,91-р,2019-02-13,38043,e699c57edd63203c89e2b1b25ea432e3,False,0
amcu:5032,amcu,101-р,2019-02-13,19822,6b885aa245879ebe60f6cf68ba78fe96,False,0
amcu:5033,amcu,104-р,2019-02-13,29040,795fdfe669cf419de744fa51edf157e8,False,0
amcu:5034,amcu,107-р,2019-02-13,20233,8efd260d1fab5e57a89a950b73adbb04,False,0
amcu:5035,amcu,92-р,2019-02-13,39750,9e615bd849b9f4947bc9dcc486ae2026,False,0
amcu:5036,amcu,94-р,2019-02-13,31530,7e1d9710432a2fcdb7ca7706d15d5231,False,0
amcu:5037,amcu,95-р,2019-02-13,17387,f831af9931a232c26031c5b3c14afb3f,False,0
amcu:5038,amcu,100-р,2019-02-13,18650,3b5d3735b1cc80883ea0ad58516ffc20,False,0
amcu:5039,amcu,102-р,2019-02-13,29202,9e4383f35243cbc12fa928166cd388cb,False,0
amcu:504,amcu,706-р,2018-12-10,3948,0eac3a40917acda99c65fcc49edbc6a7,False,0
amcu:5040,amcu,103-р,2019-02-13,35032,0d4b83148810663ae8e641263b597814,False,0
amcu:5041,amcu,105-р,2019-02-13,96295,79ac8dc1283c57fc86137c489355edb0,False,0
amcu:5042,amcu,106-р,2019-02-13,23411,5d279ef87fdf0498a5fcdbe64d14a5a5,False,0
amcu:5043,amcu,93-р,2019-02-13,17387,f831af9931a232c26031c5b3c14afb3f,False,0
amcu:5044,amcu,96-р,2019-02-13,23344,a90892d362a5bc1485ff08217426361f,False,0
amcu:5045,amcu,97-р,2019-02-13,18367,43dd0225d49a676cb11fe53252eb6fbc,False,0
amcu:5046,amcu,98-р,2019-02-13,20121,4b60b6c603b0101694370f259250f852,False,0
amcu:5047,amcu,99,2019-02-13,22713,240b2edcbdd12ce96a22119cc6e85f9f,False,0
amcu:5048,amcu,494-р,2019-07-16,22812,c0d90629d649056dd12ff2f5796fe6c1,True,23
amcu:5049,amcu,495-р,2019-07-16,29369,a935d04c3f565435e2330b993e5003ad,True,29
amcu:505,amcu,705-р,2018-12-10,4690,1b3b99ebd4d554ea4bc0b1d1cdcaabc8,False,0
amcu:5050,amcu,496-р,2019-07-16,35281,8b367f10c943370a03fa4e688c337ec9,True,35
amcu:5051,amcu,497-р,2019-07-16,39098,ead883aac59e23989e20727884f33c75,True,39
amcu:5052,amcu,498-р,2019-07-16,38670,59b60842eba6d3832e108d8d81c3b181,True,38
amcu:5053,amcu,499-р,2019-07-16,80037,7e5d14ac2ab1c776d320a6113de48f2b,True,79
amcu:5054,amcu,58-рк,2020-12-03,26088,2a02e9c86b26e82435a6904348f883db,True,26
amcu:5055,amcu,59-рк,2020-12-03,11742,020d0ee9b20cb058a33f955d91688604,True,12
amcu:5056,amcu,362-р,2019-05-30,3945,cc5c8440eed94cb0cf0b8c804bf40121,True,4
amcu:5057,amcu,363-р,2019-05-30,3882,4d6733bb9462e457fdf265c7b8518154,True,4
amcu:5058,amcu,364-р,2019-05-30,3907,40ba800181bb1623a95461931f2e3f10,True,4
amcu:5059,amcu,365-р,2019-05-30,3880,cfc0bbb1591cf9bde82fa8e88d7a7b2a,True,4
amcu:506,amcu,707-р,2018-12-10,4084,46e655d94c032f7cf428f6c039de5c8d,False,0
amcu:5060,amcu,366-р,2019-05-30,3876,f96828c6af552b03c31807433496b1ba,True,4
amcu:5061,amcu,367-р,2019-05-30,3896,9cbb87efb4b3834ca81b094b59b6c5f2,True,4
amcu:5062,amcu,368-р,2019-05-30,3954,456826bc063af3492e565c59b35ce35f,True,4
amcu:5063,amcu,369-р,2019-05-30,3852,e3ce1fd71abd3558c3bede40ed3ad2fe,True,4
amcu:5064,amcu,370-р,2019-05-30,3893,914e33520993fa535f51a22565a5ac71,True,4
amcu:5065,amcu,371-р,2019-05-30,4140,4cdad7676babc7f832d1b30e24545944,True,4
amcu:5066,amcu,372-р,2019-05-30,6045,a96b52de3a25f6a945fb94efb1522dcf,True,6
amcu:5067,amcu,373-р,2019-05-30,2348,acf232b61740d73e3b7ee32c3a986c82,True,2
amcu:5068,amcu,374-р,2019-05-30,4230,aaca465c8078ece40d05060ccde0f370,True,4
amcu:5069,amcu,375-р,2019-05-30,2984,a6bb53d3f840d942581caf1adc93adb9,True,3
amcu:507,amcu,710-р,2018-12-10,18991,30b4d65b028f74f5ff9ac7527cddb153,False,0
amcu:5070,amcu,376-р,2019-05-30,16573,dbfae6070dd9b9c1fa202d55f4b44119,True,17
amcu:5071,amcu,377-р,2019-05-30,16461,c836e67616b711af4f9727dfd4cb061e,True,16
amcu:5072,amcu,378-р,2019-05-30,3032,6f2aa5af53df8cfb29ee7e59b847d810,True,3
amcu:5073,amcu,1-рк,2021-02-04,17269,48185fecf3ea95fa259a56e770db608d,True,17
amcu:5074,amcu,2-рк,2021-02-11,12152,c7d02cd5d82f04832b65760a1427d826,True,12
amcu:5075,amcu,3-рк,2021-02-11,13244,3225d1ac752f54171103e8adb4b8e485,True,13
amcu:5076,amcu,4-рк,2021-02-25,17020,9255bc6f93dd5bd2510e369df47beaa6,True,17
amcu:5078,amcu,14-рп,2022-10-13,2271,77a6b0e3d8026fe830ce71f36f62c1b5,True,2
amcu:5079,amcu,231-р,2022-10-27,14122,4ceafac7b9a9c5cce66d2f4da1eeecaa,True,14
amcu:508,amcu,703-р,2018-12-10,4430,2a33c015becfa8937a2d56a6ce9af198,False,0
amcu:5080,amcu,232-р,2022-10-27,14264,330d02d3989160b88091f383e3132f51,True,14
amcu:5081,amcu,233-р,2022-10-27,14024,20c4f312f5684e16e2890159a9f561be,True,14
amcu:5082,amcu,236-р,2022-10-27,32435,a6cc45a17732faa0019511a470e5a25f,True,33
amcu:5083,amcu,218-р,2022-10-06,4091,abfaffa4720f92e482a963cdd36449dc,True,4
amcu:5084,amcu,219-р,2022-10-06,4227,64c9f4400eb5c62776d839e81199b363,True,4
amcu:5085,amcu,220-р,2022-10-06,3941,2f57f68067132523d685fddfa2d5ff46,True,4
amcu:5086,amcu,221-р,2022-10-06,3942,c6f2f850c2460b7c21731a087822a306,True,4
amcu:5087,amcu,222-р,2022-10-06,31631,57675106506d304202e11cb2ecd0e35b,True,32
amcu:5088,amcu,223-р,2022-10-13,3142,f5b794400b796bb28be9eb85573ff2b2,True,3
amcu:5089,amcu,224-р,2022-10-13,4658,14435e3b682ce69c19d2c9dd9d159ba2,True,5
amcu:509,amcu,704-р,2018-12-10,4106,cdc214a30dff1e400dc96d309538618e,False,0
amcu:5090,amcu,225-р,2022-10-13,4616,6d6ae8c42795d122b881a2ef5f49a1f6,True,5
amcu:5091,amcu,226-р,2022-10-13,6307,6d62fb3819677ea94ecf6200c7296adb,True,6
amcu:5092,amcu,227-р,2022-10-27,2293,88a60b8400453b27d4f1577e069f461c,True,2
amcu:5093,amcu,228-р,2022-10-27,3239,08dce6836efbadf801d9e179a9e253bc,True,3
amcu:5094,amcu,229-р,2022-10-27,3476,f2e736efadfa91be02fc1c22ac41de0e,True,4
amcu:5095,amcu,230-р,2022-10-27,3408,d0b19bf06738e8feda1a5e2b55f9f711,True,3
amcu:5096,amcu,234-р,2022-10-27,45571,15ad80872e9a207255ba4323ca836995,True,45
amcu:5097,amcu,235-р,2022-10-27,35591,f35f54b7b9f26b2b5ccb68e35ca9e9e8,True,35
amcu:5098,amcu,488-р,2019-07-11,2203,508454342da8737b220be75a40dabc21,False,0
amcu:5099,amcu,489-р,2019-07-11,2180,45ad7de04d07000472f4b85a0ec58809,False,0
amcu:51,amcu,1002-р,2025-12-18,3281,351fc27f347f33be18f87f440cfa202a,True,3
amcu:510,amcu,708-р,2018-12-10,2958,003fddfd021864d7d542e58a78cd67eb,False,0
amcu:5100,amcu,490-р,2019-07-11,2308,33620a27458d6de5cc70cbf6c4ebe12d,False,0
amcu:5101,amcu,491-р,2019-07-11,4382,96ed6f244a592ce8d8ae844839561641,False,0
amcu:5102,amcu,492-р,2019-07-11,3915,0f16811afcc416f4f8690d00a3296435,False,0
amcu:5103,amcu,493-р,2019-07-11,21323,0a1f02eeae1e6c6dbaf72e96acfa5fbc,False,0
amcu:5104,amcu,7-рк,2023-11-23,22887,ad8d7bdba84c0608810bcabe3f11da7d,True,23
amcu:5105,amcu,39-рк,2020-10-01,27708,2013897de38b35a845ac39d6f9a4ac2e,True,27
amcu:5106,amcu,40-рк,2020-10-08,39445,7287fd124a2158e8f6b1011c139b445c,True,40
amcu:5107,amcu,41-рк,2020-10-22,16730,832e09ca3b3888979ce571025306b12c,True,17
amcu:5108,amcu,42-рк,2020-10-22,16624,5f945716dea4b86b59e82e49a338c78d,True,17
amcu:5109,amcu,43-рк,2020-10-22,19733,6160ef0582f30be8ff61be213aa2c2d2,True,20
amcu:511,amcu,709-р,2018-12-10,4207,d2ccb5303e7d0b960f98f730d75c9729,False,0
